Angle,ReactionTime_s,trials.key_resp.corr,ID,SourceFile,ReactionTime_ms
120.0,1.6947681519959588,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,1694.7681519959588
120.0,5.9336476440075785,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,5933.6476440075785
120.0,3.1687717599852476,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,3168.7717599852476
120.0,1.559003404021496,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,1559.003404021496
120.0,2.4461046080105007,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,2446.1046080105007
120.0,1.814346998988185,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,1814.346998988185
120.0,1.29198692200589,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,1291.98692200589
120.0,7.8240221820014995,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,7824.0221820014995
120.0,1.5727215110091493,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,1572.7215110091493
120.0,2.2667456359777134,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,2266.7456359777134
120.0,2.994882694008993,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,2994.882694008993
120.0,2.5887628519849386,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,2588.7628519849386
140.0,5.22404952000943,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,5224.04952000943
140.0,4.307964386011008,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,4307.964386011008
140.0,2.9632345490099397,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,2963.2345490099397
140.0,3.3212257669947576,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,3321.2257669947576
140.0,3.612505805998808,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,3612.5058059988082
140.0,2.019156093010679,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,2019.156093010679
